s-generated	s-infered	s-var	low-CI	high-CI	maxLNL	s-LNL	h	Ne	sample	rep-id
0.0025	0.00018767549404183028	3.6780563334340164e-05	-0.00583336	0.0058162		-1.17135	0.0003419404	0.50	25000	10	10
0.0025	-8.986347602214671e-05	6.173573227543666e-06	-0.0026292	0.0023214363636363637		-1.56081	-0.0006870654545454546	0.50	55000	10	1
0.0015	0.00022775974990540469	5.335799659013283e-05	-0.00485024	0.0058514		-1.29603	-0.0038467	0.50	25000	10	2
0.0025	0.00012113753337203167	1.1009094050192177e-05	-0.0020498545454545455	0.002402690909090909		-2.44043	-0.00019882909090909091	0.50	55000	10	3
0.0005	-1.640554501694183e-05	6.045445897998797e-06	-0.002298181818181818	0.0023303272727272727		-3.18273	-0.00023605818181818183	0.50	55000	10	3
0.0015	5.8927639984671744e-05	3.989128228931269e-05	-0.0062978	0.00565572		-1.3030700000000002	0.0009169320000000001	0.50	25000	10	3
0.0005	0.00024198774033497514	4.495203468269204e-05	-0.00513732	0.00576096		-1.49116	0.0059967200000000005	0.50	25000	10	3
0.0025	2.6145445271944788e-05	3.233723118357846e-05	-0.00464076	0.00514132		-1.42611	-0.00490172	0.50	25000	10	3
0.0025	0.00035717005102397093	6.503824999373986e-05	-0.0024239454545454545	0.0025650545454545455		-1.4094799999999998	9.039527272727274e-05	0.50	55000	10	4
0.0015	-5.8969942901025796e-05	1.0108705696002223e-05	-0.0028513272727272725	0.0025834181818181817		-1.6180299999999999	0.00011412818181818182	0.50	55000	10	6
0.0025	-3.2142170342525524e-05	9.43829940177889e-06	-0.002285363636363636	0.002362763636363636		-1.6745400000000001	-0.0005021945454545454	0.50	55000	10	2
0.0025	0.00012562213127209452	7.938625475652655e-06	-0.003879436	0.0049257599999999995		-3.54176	-0.000709776	0.50	25000	10	5
0.0025	-0.0001826293296457227	3.4859762011426716e-05	-0.0025614909090909094	0.0026914000000000005		-1.5127700000000002	0.00015235927272727275	0.50	55000	10	9
0.0015	-4.306000353294533e-06	2.9514920105157038e-06	-0.0022412363636363634	0.002155927272727273		-2.44274	-0.00020597636363636364	0.50	55000	10	8
0.0015	-0.0001733874877054797	1.3486802270613098e-05	-0.00638328	0.00446848		-1.23892	0.000555072	0.50	25000	10	10
0.0015	0.00014380869880484227	3.648466074106208e-05	-0.00624476	0.00617652		-1.27146	0.0054250800000000005	0.50	25000	10	1
0.0015	8.115615499044009e-05	1.7405657243543877e-05	-0.0047539999999999995	0.0056113199999999995		-2.3346	-0.0001456284	0.50	25000	10	5
0.0015	8.842064199203276e-05	9.595901309291211e-06	-0.002464018181818182	0.002677890909090909		-1.80899	-0.0003795727272727273	0.50	55000	10	9
