s-generated	s-infered	s-var	low-CI	high-CI	maxLNL	s-LNL	h	Ne	sample	rep-id
0.005	0.05238103915322745	0.0011992159251955792	0.0010640973451327433	0.11585221238938054		-6.058590000000001	0.007023530973451327	0.50	11300	10	8
0.005	0.0034708945678554337	6.326145018530045e-06	-0.00035273716814159293	0.009051061946902654		-5.08448	0.0061883716814159296	0.50	11300	10	7
0.045	0.05492281284247788	2.240380734589198e-05	0.04553008849557522	0.06412389380530974		-1.7894599999999998	0.055775132743362835	0.50	11300	10	8
0.005	0.03599669755827338	0.0016151594706816795	-0.0005505575221238938	0.14034336283185841		-7.1998	0.004123256637168142	0.50	11300	10	4
0.035	0.05315344969734514	5.2127972156331534e-05	0.03688327433628319	0.06427823008849556		-0.0517255	0.0507483185840708	0.50	11300	10	7
0.025	0.05421812770973452	4.692125213305008e-05	0.039881327433628315	0.06748150442477877		-0.0543452	0.0653195575221239	0.50	11300	10	4
0.045	0.05516834517168141	2.6730540235410362e-05	0.0443916814159292	0.06484327433628317		-0.04815030000000001	0.05812088495575222	0.50	11300	10	7
0.035	0.056075014223008854	2.6626759300283736e-05	0.045004424778761064	0.06561911504424779		-1.7525099999999998	0.058008938053097356	0.50	11300	10	3
0.025	0.059365305883185844	2.0910546939739692e-05	0.05082477876106195	0.06888849557522124		-0.0321778	0.061922831858407086	0.50	11300	10	1
0.025	0.05698980729557522	1.4728483609969738e-05	0.049491327433628315	0.06443150442477877		-0.0380381	0.06331221238938053	0.50	11300	10	2
0.015	0.05405781352035398	3.277904025030223e-05	0.03991327433628319	0.06320699115044247		-0.05120369999999999	0.06236787610619469	0.50	11300	10	8
0.045	0.05432751633097345	4.614134697411761e-05	0.0414383185840708	0.0661504424778761		-0.041964999999999995	0.06168557522123894	0.50	11300	10	6
0.045	0.057539756546902666	2.697274427882409e-05	0.046408318584070796	0.06675345132743363		-0.044540300000000005	0.057802212389380526	0.50	11300	10	9
0.015	0.05463516552743364	2.4467360212421097e-05	0.04562221238938052	0.06446637168141593		-1.7258799999999999	0.05879336283185841	0.50	11300	10	1
0.025	0.05421608351858406	1.896430424703804e-05	0.04515469026548673	0.062126106194690264		-0.0538207	0.059455309734513274	0.50	11300	10	7
0.015	0.053725191723893805	3.298396349341228e-05	0.042077256637168145	0.06388265486725662		-1.51922	0.06097522123893805	0.50	11300	10	9
0.045	0.055859783858407085	3.378339397415971e-05	0.04467141592920354	0.06715424778761063		-1.73383	0.05659796460176991	0.50	11300	10	3
0.015	0.05513178915044247	3.957749571153297e-05	0.04116513274336283	0.06613893805309734		-1.92795	0.05725336283185841	0.50	11300	10	3
0.005	0.06040517272389381	0.00027643314229901825	0.0412929203539823	0.10044513274336284		-6.9054199999999994	0.04938920353982301	0.50	11300	10	9
0.025	0.05323750038938053	3.084073171708873e-05	0.04100946902654867	0.06293938053097345		-0.051185699999999994	0.05989840707964601	0.50	11300	10	6
0.025	0.05603063339115044	1.7779935644790195e-05	0.04750495575221239	0.06406451327433628		-0.0499744	0.05412964601769911	0.50	11300	10	9
0.045	0.05373066349203541	2.7242899371633554e-05	0.043214336283185835	0.06367690265486725		-0.0633537	0.05356097345132744	0.50	11300	10	1
0.025	0.05299296337168142	4.258937402718582e-05	0.03778371681415929	0.06322132743362832		-0.054185699999999996	0.05171318584070797	0.50	11300	10	3
0.015	0.05344470604424779	2.4851677441461343e-05	0.0438787610619469	0.06305725663716814		-1.72907	0.061567168141592916	0.50	11300	10	4
0.015	0.0558408998159292	2.0940941807043855e-05	0.047064159292035404	0.06516283185840709		-1.82428	0.06187176991150443	0.50	11300	10	10
