s-generated	s-infered	s-var	low-CI	high-CI	maxLNL	s-LNL	h	Ne	sample	rep-id
0.015	0.02253221989942857	8.302327450354054e-05	0.011463214285714287	0.05223428571428571		-10.0161	0.030521714285714287	0.50	14000	10	4
0.025	0.05175402136821386	0.000760944559117673	0.0018005071428571428	0.08682		-9.18019	0.041168071428571436	0.50	14000	10	8
0.035	0.07290889405857143	9.114128691976124e-05	0.053863428571428576	0.08880071428571429		-4.83177	0.07984428571428571	0.50	14000	10	3
0.045	0.067045911278239	0.0011781332666440574	-0.000798642857142857	0.09718785714285715		-6.42385	0.07887357142857143	0.50	14000	10	4
0.025	0.04106694927827571	0.0006444801346915461	0.0035902571428571427	0.07986		-10.6113	0.007299928571428571	0.50	14000	10	9
0.015	0.022862138251714292	4.357561326271862e-05	0.010705571428571427	0.03827428571428572		-7.49415	0.039953357142857145	0.50	14000	10	3
0.015	0.06814029188571429	0.0002396885124438228	0.03438685714285714	0.09226785714285714		-10.4005	0.03984221428571428	0.50	14000	10	10
0.015	0.012630861781728573	2.6207179468856438e-05	0.005457985714285714	0.024130714285714283		-9.11478	0.0213125	0.50	14000	10	6
0.035	0.05802191810398043	0.0007607073091903087	0.0005857971428571429	0.08969571428571428		-6.0535	0.050064285714285714	0.50	14000	10	7
0.025	0.06890627015585715	0.0007514233724762112	0.012318071428571428	0.09480928571428571		-4.29174	0.08686142857142856	0.50	14000	10	5
0.045	0.07857205573142857	0.00010738620530896549	0.054337	0.09638214285714285		-6.56133	0.07090871428571428	0.50	14000	10	5
0.005	0.00043897221113021415	2.9510703639405395e-05	-0.005948514285714286	0.010081357142857144		-7.381939999999999	-0.0037273214285714284	0.50	14000	10	9
0.015	0.015109935052285714	1.8386881689518944e-05	0.007479714285714287	0.023641642857142858		-9.37626	0.02664435714285714	0.50	14000	10	7
0.005	0.008278420160605758	5.685051897177701e-05	-0.0010227071428571429	0.024216642857142857		-14.9159	0.007895571428571429	0.50	14000	10	3
0.015	0.02480030345177143	0.0003246651422962083	0.004491378571428572	0.06689135714285714		-10.6681	0.031026714285714286	0.50	14000	10	2
0.035	0.0682669344872	0.0006160513369847417	0.0051372	0.09358857142857142		-8.551060000000001	0.06682321428571428	0.50	14000	10	9
0.035	0.0736621006942857	0.0001749731693918385	0.03993571428571429	0.09497642857142857		-4.10531	0.07644357142857143	0.50	14000	10	10
0.045	0.08435721189714286	9.64761486596879e-05	0.0652575	0.10122357142857144		-3.6703900000000003	0.10114571428571428	0.50	14000	10	10
0.045	0.08454627024428571	0.00012050460074584734	0.06017928571428571	0.10403714285714286		-3.5754900000000003	0.10373714285714285	0.50	14000	10	8
0.025	0.07171198571	0.0002590654880636894	0.0354955	0.09200285714285714		-7.797160000000001	0.044822071428571426	0.50	14000	10	7
0.045	0.0756139013242857	7.594725184427008e-05	0.05833157142857143	0.09067928571428571		-3.5978199999999996	0.08680857142857143	0.50	14000	10	7
0.025	0.054583125364285716	0.0002795165370015643	0.015476000000000002	0.088165		-12.5836	0.034610714285714286	0.50	14000	10	1
0.035	0.07749476331285714	8.978729740968728e-05	0.05895771428571429	0.096725		-3.8301199999999995	0.0944957142857143	0.50	14000	10	5
0.005	0.010017661725679085	1.3382238565157178e-05	0.0004023657142857143	0.016342285714285715		-16.7218	0.013407857142857143	0.50	14000	10	1
0.045	0.07663390419714285	5.1057733807232645e-05	0.06146971428571429	0.08902571428571428		-3.8121199999999997	0.09512142857142858	0.50	14000	10	2
0.025	0.051475998420354684	0.0007710622514277858	-1.7807785714285715e-05	0.08799714285714286		-8.64601	0.052374928571428565	0.50	14000	10	10
0.015	0.012447128018236251	6.988073000239655e-05	-0.0004643021428571429	0.027859000000000002		-9.595369999999999	0.031219928571428572	0.50	14000	10	8
0.035	0.08709903043285715	0.00010592076996578631	0.0646775	0.10742		-5.08275	0.08604857142857143	0.50	14000	10	1
0.045	0.07790975682000001	0.00026953041839066253	0.03418371428571428	0.09937642857142857		-3.70853	0.1054057142857143	0.50	14000	10	1
0.045	0.06684089228184471	0.0009582730193247696	0.0027325928571428574	0.09486142857142857		-4.14754	0.08283357142857144	0.50	14000	10	6
0.035	0.06892158014285714	0.00027089763111017457	0.02585707142857143	0.09014071428571428		-5.85358	0.06644442857142857	0.50	14000	10	4
0.015	0.015408891961071432	2.7817360264085743e-05	0.00590665	0.026900928571428576		-11.1993	0.022969142857142855	0.50	14000	10	9
0.025	0.042300856407714284	0.0003856200284137823	0.008352857142857143	0.08085571428571428		-6.6046	0.042542	0.50	14000	10	2
0.025	0.05110877412921429	0.000982282238623778	0.003366035714285714	0.089745		-5.63655	0.08107857142857142	0.50	14000	10	6
0.005	0.0010898955251459142	2.107037951320575e-05	-0.0038485642857142856	0.013809428571428571		-13.6562	0.019116571428571427	0.50	14000	10	2
0.005	0.00020125750699947155	3.730065874729001e-05	-0.007122757142857142	0.008987285714285715		-5.08725	0.0007816571428571428	0.50	14000	10	5
0.035	0.08075437638428572	7.308841318797404e-05	0.06300864285714286	0.09572357142857144		-4.10705	0.09724285714285714	0.50	14000	10	6
0.005	0.01051642019327	1.1455534321425109e-05	0.003663935714285714	0.017166928571428573		-19.588	0.01185292857142857	0.50	14000	10	7
0.045	0.08328220514285714	7.10001001689904e-05	0.06772464285714286	0.09870142857142856		-6.48456	0.07264	0.50	14000	10	3
0.015	0.012713433669456532	7.538264454275445e-05	-0.0007433785714285714	0.029351428571428573		-9.19025	0.029823	0.50	14000	10	1
0.005	0.012150564388344286	1.5526934230734812e-05	0.004326421428571429	0.020780285714285716		-16.0683	0.009446357142857142	0.50	14000	10	10
0.005	0.011303747012017014	3.309093334384668e-05	0.00011765857142857144	0.022539		-17.3081	0.012827642857142859	0.50	14000	10	6
0.005	0.005600189029620915	2.7952265694961566e-05	-0.0010374785714285714	0.01707507142857143		-15.5668	0.012685071428571427	0.50	14000	10	8
0.015	0.031179414029714286	0.00032801309258505317	0.012355285714285716	0.07514571428571429		-9.64209	0.02831792857142857	0.50	14000	10	5
0.035	0.07481850967	9.998730424754868e-05	0.0551115	0.09321857142857143		-4.10665	0.077125	0.50	14000	10	8
0.025	0.04358224022585714	0.00038357856038836574	0.009532142857142857	0.08272928571428571		-5.56217	0.05650514285714286	0.50	14000	10	4
0.025	0.06527774578171429	0.00023041158390918587	0.015094142857142856	0.08684928571428573		-6.82235	0.06406685714285715	0.50	14000	10	3
0.035	0.07538082891714286	0.00012727296251102064	0.05443021428571429	0.09510071428571429		-5.50266	0.08717642857142857	0.50	14000	10	2
0.045	0.07221230882714287	0.00016316984123684004	0.04721321428571429	0.09337714285714285		-4.7467	0.0884892857142857	0.50	14000	10	9
0.005	0.0048573812766961565	2.3628400767919144e-05	-0.0010254785714285714	0.01620142857142857		-17.1855	0.007776785714285714	0.50	14000	10	4
