s-generated	s-infered	s-var	low-CI	high-CI	maxLNL	s-LNL	h	Ne	sample	rep-id
0.035	0.043555940410909086	4.864142696665393e-05	0.030940545454545453	0.053758		-17.6695	0.052183818181818185	0.50	55000	10	6
0.045	0.04086337867163636	0.00022748374458136166	0.020036	0.07195963636363636		-19.7909	0.053034363636363636	0.50	55000	10	2
0.035	0.04966010001818182	0.00023389393079957762	0.026554181818181817	0.07819236363636363		-14.0224	0.07618218181818183	0.50	55000	10	5
0.035	0.047390340323636364	4.609586947480635e-05	0.037202	0.05998163636363636		-17.1049	0.05596072727272727	0.50	55000	10	2
0.035	0.06228718039636364	0.00013041250620149524	0.04745927272727273	0.08138090909090909		-16.1192	0.07899781818181818	0.50	55000	10	1
0.035	0.04825757754545455	0.00021738938961668385	0.035406	0.09150672727272727		-18.883	0.04570654545454546	0.50	55000	10	8
0.015	0.06463243758545455	0.0003720723692750727	0.03396327272727273	0.10638654545454546		-18.285999999999998	0.07113836363636364	0.50	55000	10	6
0.025	0.046565491847272725	0.00010384696962114941	0.03430727272727273	0.07086054545454545		-16.433	0.05082545454545455	0.50	55000	10	7
0.005	0.0001020851717710223	1.2711891758097322e-05	-0.0022952000000000003	0.0025389272727272725		-6.45219	-5.3222363636363635e-05	0.50	55000	10	4
0.005	-0.0015456321691849433	0.00019587451316863363	-0.0065800727272727275	0.0027280363636363637		-13.2433	0.0019443090909090912	0.50	55000	10	9
0.015	0.042501429900562264	0.002308588942912161	-0.0008412218181818183	0.1498372727272727		-19.0719	-0.0007657854545454546	0.50	55000	10	5
0.005	-0.000806039751905582	0.00019490926851771016	-0.0063042181818181815	0.005239581818181818		-12.661	-1.5059127272727272e-05	0.50	55000	10	8
0.015	0.00014256752579267103	1.7563719580086426e-05	-0.002510545454545455	0.0031295999999999997		-15.6552	5.8370727272727276e-05	0.50	55000	10	4
0.045	0.060564139636363624	8.471238640453524e-05	0.044573636363636364	0.08086381818181819		-14.6808	0.05888890909090909	0.50	55000	10	6
0.005	0.0006768757391709124	0.0001086858917238422	-0.002695109090909091	0.0036476181818181825		-9.26027	0.00016465563636363636	0.50	55000	10	6
0.005	-0.00046339580249431424	4.8444277385509126e-05	-0.003539690909090909	0.0023076727272727275		-9.0694	5.053472727272727e-05	0.50	55000	10	5
0.035	0.054975449741818186	3.643004492853368e-05	0.04389963636363636	0.06654690909090909		-15.8256	0.06158	0.50	55000	10	4
0.005	0.0007166006981129069	5.4407847731506164e-05	-0.0028047636363636363	0.0068865818181818176		-5.89457	-6.264836363636363e-05	0.50	55000	10	7
0.025	0.04549943276727273	9.449923379371498e-05	0.025070181818181818	0.058235272727272726		-15.2711	0.05168181818181818	0.50	55000	10	1
0.045	0.045739276189090905	5.01381098801638e-05	0.03375909090909091	0.05933490909090909		-15.8938	0.06122018181818182	0.50	55000	10	5
0.045	0.043333968629090905	0.00012525867159723393	0.02847672727272727	0.06436018181818182		-16.7947	0.054638545454545454	0.50	55000	10	9
0.045	0.05618724607636363	0.00014459277938712805	0.034108545454545454	0.07384727272727272		-17.2181	0.07665909090909091	0.50	55000	10	8
0.045	0.060249520883636366	0.00036882212383309936	0.03726836363636364	0.10328036363636364		-16.3229	0.10271490909090908	0.50	55000	10	4
0.025	0.045680138392727276	9.873534994770491e-05	0.031043454545454548	0.0627389090909091		-20.3249	0.049816909090909085	0.50	55000	10	6
0.035	0.05218871760727272	0.00017811483642345952	0.03800309090909091	0.08441381818181819		-16.9815	0.07474727272727273	0.50	55000	10	3
0.045	0.04025684821818182	9.305546670536283e-05	0.025312727272727275	0.055435818181818176		-20.2179	0.028449454545454545	0.50	55000	10	10
0.035	0.04207401266909091	3.0290577996950506e-05	0.03212109090909091	0.05349581818181818		-22.9228	0.04135654545454546	0.50	55000	10	7
0.045	0.051142951607272724	0.00010071347161626204	0.03908418181818182	0.07177145454545454		-17.0779	0.07078054545454546	0.50	55000	10	1
0.015	0.036954071958523314	0.0023277048039333946	-0.0011040836363636363	0.13296272727272726		-14.9727	0.003869618181818182	0.50	55000	10	3
0.045	0.05876908736363636	0.00030548223346552614	0.02843890909090909	0.08488709090909091		-15.7628	0.07419690909090909	0.50	55000	10	3
0.045	0.049181781367272734	3.338973092481492e-05	0.03758472727272727	0.062310000000000004		-17.6404	0.06768072727272727	0.50	55000	10	7
0.025	0.05395171076363636	0.0002115069362085766	0.032124545454545454	0.07700854545454545		-16.0832	0.05667036363636364	0.50	55000	10	9
0.025	0.04552197624727272	4.3829630825156444e-05	0.03005890909090909	0.05655472727272728		-20.7798	0.04684763636363636	0.50	55000	10	5
0.025	0.04045261241818182	4.178701008579692e-05	0.027784909090909093	0.05192927272727273		-19.4869	0.04520345454545455	0.50	55000	10	3
0.015	0.020165652793369092	0.0015767586291134358	-0.0016122399999999998	0.12071036363636363		-14.8888	8.558236363636365e-05	0.50	55000	10	9
0.025	0.045531694192727276	9.01149394134692e-05	0.030105090909090908	0.059920909090909094		-20.019000000000002	0.05251436363636364	0.50	55000	10	8
0.015	0.0002053103985404826	8.557571302147306e-06	-0.0023310363636363635	0.0046346		-11.6009	0.00047293636363636367	0.50	55000	10	2
0.025	0.040128952539272726	0.0001964228246977369	0.010354218181818182	0.055853999999999994		-15.4118	0.05045818181818181	0.50	55000	10	10
0.025	0.047832853454545445	7.258958302476211e-05	0.03358163636363636	0.058876363636363636		-16.227	0.056651454545454547	0.50	55000	10	4
0.025	0.05184551843636363	6.034743692059818e-05	0.03706963636363636	0.06266709090909091		-15.4609	0.04792872727272727	0.50	55000	10	2
0.015	0.04059401704506901	0.002622704596844334	-0.0013510527272727274	0.12500818181818182		-17.5371	2.4156181818181818e-05	0.50	55000	10	7
0.015	0.0001209237884323073	1.4412189717742425e-05	-0.0030938909090909095	0.003393509090909091		-14.2261	-0.0004486018181818182	0.50	55000	10	10
0.035	0.05618673904727272	8.481834828591997e-05	0.039176727272727266	0.0710170909090909		-14.5175	0.06738836363636364	0.50	55000	10	10
