s-generated	s-infered	s-var	low-CI	high-CI	maxLNL	s-LNL	h	Ne	sample	rep-id
0.005	-0.000282309993327904	3.878012911618736e-05	-0.00532436	0.0043568800000000005		-5.43016	0.00044349600000000004	0.50	25000	20	5
0.005	0.000408393126248043	3.504762834240992e-05	-0.00441712	0.006637360000000001		-7.318960000000001	-0.0261738	0.50	25000	20	3
0.015	0.014972606450238197	0.0009781544331352269	-0.0027881439999999998	0.10625040000000001		-10.7544	0.031121279999999998	0.50	25000	20	8
0.005	-7.185528983282893e-05	2.6397185095787047e-05	-0.0055255600000000005	0.0052734		-5.5766	-2.887648e-07	0.50	25000	20	6
0.015	0.012025168538619086	0.0014550918578945758	-0.00320966	0.16423680000000002		-8.567680000000001	-0.0047836400000000005	0.50	25000	20	7
0.005	0.0005889818816879663	8.586810094834507e-05	-0.0048664	0.006742799999999999		-3.6533599999999997	-0.0001493416	0.50	25000	20	1
0.015	6.252128170943848e-05	1.48742352460239e-05	-0.0043789599999999995	0.00442716		-2.2841	0.001056128	0.50	25000	5	3
0.005	5.168232835124e-05	6.463205725211679e-06	-0.002166072727272727	0.0021975272727272725		-4.7413300000000005	9.403254545454546e-05	0.50	55000	20	4
0.005	-0.00028629708491178396	3.650379583973841e-05	-0.005689400000000001	0.00433608		-3.17407	0.0005340039999999999	0.50	25000	20	2
0.005	-2.2291381166539992e-05	2.5549338757951624e-05	-0.00506416	0.004973119999999999		-2.10275	1.211956e-05	0.50	25000	5	2
0.005	0.0003542733185896975	1.8341016382324072e-05	-0.0035411360000000003	0.00681596		-2.2589099999999998	-0.0009041759999999999	0.50	25000	5	9
0.015	0.00449144431962804	9.842253043075417e-05	-0.001999332	0.03198956		-7.8753	-4.79408e-05	0.50	25000	5	8
0.015	0.0008318429888390793	5.211669206795851e-05	-0.0045468800000000005	0.01318576		-9.40617	0.0003614976	0.50	25000	20	4
0.015	0.030455183657043805	0.0016308731552195953	-0.002162348	0.11758360000000001		-6.53386	0.13131959999999998	0.50	25000	5	5
0.005	0.0036973840066906313	0.000240402940747798	-0.002259181818181818	0.06571927272727272		-3.81501	0.00015042345454545453	0.50	55000	5	5
0.005	0.0069710274225569585	0.0004921952146677533	-0.003638868	0.0906072		-2.80203	-0.000503116	0.50	25000	5	5
0.005	0.0001657884483761196	2.0192005619822908e-05	-0.0026826727272727274	0.003166909090909091		-1.31729	-2.7391454545454545e-05	0.50	55000	5	2
0.005	0.0032264394406914146	0.00017847228927939167	-0.0020579818181818183	0.05578545454545454		-3.2823	1.32328e-05	0.50	55000	5	9
0.015	0.006405798707906455	0.00022791114034450085	-0.0037989359999999997	0.0490984		-3.79229	-1.31144e-05	0.50	25000	5	7
0.005	-2.9671561654463902e-05	3.8014413261189516e-05	-0.00550576	0.00496176		-6.01241	0.0001293716	0.50	25000	20	7
0.005	0.00034132679529945924	3.161352815894202e-05	-0.0041966	0.00628688		-2.12147	-0.0002648076	0.50	25000	5	1
0.005	0.00020364871293817606	1.9739052122048202e-05	-0.0050694	0.00610688		-8.92715	0.001256536	0.50	25000	20	9
0.005	7.483795843767989e-05	1.1262101193969787e-05	-0.00431876	0.00499232		-7.7223	-1.5354520000000001e-06	0.50	25000	20	8
0.005	0.00017047865281197595	2.6770078598126132e-05	-0.00487772	0.005449680000000001		-3.67495	-0.0002923712	0.50	25000	5	7
0.015	0.015956784859723728	0.0012445532771295576	-0.00544192	0.11608600000000001		-4.66164	0.1335052	0.50	25000	5	10
0.005	2.3607508380189108e-05	4.217850132775183e-06	-0.0022519636363636363	0.0021835454545454545		-4.63203	0.0001956836363636364	0.50	55000	5	8
0.005	0.00020174323314328	2.6342100357189247e-05	-0.0046666	0.00561196		-2.16157	0.08934879999999999	0.50	25000	5	8
0.005	0.0031147112484856175	7.719495069589407e-05	-0.0019261454545454544	0.030891454545454545		-4.4699599999999995	0.010147490909090909	0.50	55000	5	10
0.005	0.00030453435985413664	2.317270837791822e-05	-0.0022067454545454546	0.0031282545454545457		-4.58245	-0.0008338545454545453	0.50	55000	20	8
0.005	0.0011117695799588493	0.00014131854752455676	-0.0023858363636363638	0.004890145454545454		-3.36865	-0.0002328581818181818	0.50	55000	5	7
0.005	0.00200413680441916	9.792951209235621e-05	-0.0039863799999999994	0.03448264		-3.7023099999999998	0.001375556	0.50	25000	5	4
0.005	0.0002552786833962698	1.0575128513248582e-05	-0.0019393636363636364	0.0035650727272727276		-7.0422199999999995	0.0004206509090909091	0.50	55000	20	1
0.005	0.00035109924275061877	5.161818835737807e-05	-0.00516168	0.0078154		-3.6852400000000003	0.00432692	0.50	25000	5	6
0.005	6.989169067910268e-06	6.217498470214859e-06	-0.0024426545454545455	0.0024507272727272724		-1.99331	5.948963636363636e-05	0.50	55000	5	3
0.015	0.04278378903396373	0.0013871895983297656	-0.00151132	0.10984959999999999		-5.26481	0.085738	0.50	25000	5	1
0.005	-4.9742988782287404e-05	9.97737761887269e-06	-0.0031217454545454546	0.0025092181818181817		-3.43394	4.489909090909091e-05	0.50	55000	20	6
0.015	0.022033081466213984	0.0006255572497066934	-0.001785944	0.07127359999999999		-6.02706	-0.000596112	0.50	25000	5	6
0.015	0.02531032930030231	0.0018202013056515256	-0.002915424	0.1239644		-9.15219	0.1092728	0.50	25000	20	1
0.015	0.031914102950405	0.0009646109795509839	-0.0017177520000000001	0.0927392		-11.8971	0.050038400000000004	0.50	25000	20	10
