s-generated	s-infered	s-var	low-CI	high-CI	maxLNL	s-LNL	h	Ne	sample	rep-id
0.045	0.0681560436256	0.0005583515521732504	0.032538359999999995	0.113814		-6.28976	0.0814164	0.50	25000	10	5
0.015	0.0002262371978565401	2.4329864885384177e-05	-0.003844044	0.005665760000000001		-4.538	0.0007145399999999999	0.50	25000	10	6
0.035	0.056730042989599994	0.00015305580375341913	0.0301056	0.0788272		-6.833310000000001	0.07268	0.50	25000	10	5
0.015	0.000696610498510248	1.0804420455765936e-05	-0.002927004	0.01121948		-8.00791	-0.0003767136	0.50	25000	10	4
0.035	0.0432855092424	7.736442487368257e-05	0.030674720000000003	0.0656492		-9.25855	0.0451016	0.50	25000	10	8
0.035	0.05387365805607999	0.0003407059151428249	0.0278448	0.0925756		-6.581910000000001	0.08842	0.50	25000	10	2
0.025	0.0038895884197457774	0.00011019442836841953	-0.002599816	0.03954904000000001		-8.617360000000001	-0.000333588	0.50	25000	10	2
0.025	0.026840325706381164	0.000640062017360071	-0.00139332	0.0768552		-7.96138	0.042024799999999994	0.50	25000	10	6
0.005	0.0012191773095559986	0.00016951164640326507	-0.005326480000000001	0.01291444		-4.09984	-0.00056794	0.50	25000	10	9
0.025	0.02560988057246811	0.0010956199152182499	-0.0019981599999999997	0.09528040000000002		-10.4944	-0.000718708	0.50	25000	10	9
0.045	0.06627332430560001	0.00028937240287309245	0.0378342	0.096316		-6.86257	0.08562120000000001	0.50	25000	10	7
0.015	0.006571016897771334	0.0008476633294872984	-0.003950572	0.1170832		-7.187460000000001	0.1144628	0.50	25000	10	8
0.045	0.0592050107304	0.00016281482857256096	0.03508424	0.0796824		-6.39496	0.08597	0.50	25000	10	10
0.025	0.02543393019333587	0.0006151290179287031	-0.00158808	0.06785680000000001		-8.17934	0.01835928	0.50	25000	10	3
0.025	0.02937575420195994	0.0004835737752461726	-0.0009587560000000001	0.0609112		-9.61047	0.0512692	0.50	25000	10	8
0.005	-6.522085306315176e-05	0.00014701174181803103	-0.00599908	0.0067068		-3.0310200000000003	-0.0002136824	0.50	25000	10	6
0.045	0.07444210034799999	0.0005192970332476836	0.0463016	0.1263252		-5.7427	0.1229976	0.50	25000	10	1
0.005	0.000478802616055296	5.6089214594222395e-05	-0.00443392	0.0062128800000000005		-4.268759999999999	0.0001242592	0.50	25000	10	2
0.035	0.0592570661192	0.00016775119436370617	0.03437872	0.0828164		-6.819539999999999	0.0714392	0.50	25000	10	10
0.025	0.04450297485018765	0.0006703197029019997	-0.00061802	0.0908272		-8.412289999999999	0.03975516	0.50	25000	10	7
0.025	0.03547546747708132	0.000672109760674067	-0.000613912	0.0903464		-8.22414	0.03252196	0.50	25000	10	1
0.015	0.0011636469076191742	6.130589303022029e-05	-0.003981584	0.016593399999999998		-6.709569999999999	-3.769932e-05	0.50	25000	10	1
0.035	0.0485866062552	7.11252651749113e-05	0.033755	0.0651972		-6.86382	0.05824	0.50	25000	10	7
0.015	0.004358761782459249	0.00015681591415673822	-0.003014624	0.047305200000000006		-8.571860000000001	0.00984664	0.50	25000	10	10
0.045	0.06160024615760001	0.00033370726879758747	0.036124	0.1042492		-5.97663	0.0798968	0.50	25000	10	4
0.005	0.0007692801044224038	0.00036517044094892137	-0.00511856	0.01081748		-1.25795	-8.73696e-05	0.50	25000	10	7
0.005	0.0006131989301173919	0.0001201901097062411	-0.0046032	0.0065102		-4.04983	0.0001072084	0.50	25000	10	10
0.035	0.051117708645852244	0.00038550774910377304	3.9133080000000005e-05	0.084918		-6.15759	0.0645196	0.50	25000	10	6
0.045	0.0548414837584	0.00024070358879797098	0.0261832	0.084332		-6.610180000000001	0.0872988	0.50	25000	10	9
0.005	0.0024629729224676	0.0002827962848039356	-0.00409536	0.02611508		-5.88886	-0.0002139068	0.50	25000	10	3
0.005	0.0029875581085063597	0.0004027313739176842	-0.0051534400000000005	0.0382844		-4.5489999999999995	-0.00047565199999999997	0.50	25000	10	4
0.005	0.000318442102575224	3.208824063149109e-05	-0.00456184	0.007504439999999999		-3.7774	-0.000518236	0.50	25000	10	8
0.015	0.0039924597341448875	0.0003955240553524469	-0.003792624	0.071706		-6.86874	0.000771996	0.50	25000	10	5
0.035	0.0485903542864	0.00012443206506395754	0.0319574	0.0730828		-8.60427	0.049978800000000004	0.50	25000	10	4
0.005	0.0014408892725571584	0.00015090047746743764	-0.00463604	0.0145422		-4.03345	0.00016259599999999999	0.50	25000	10	5
0.045	0.0586638558744	0.0004860292030704212	0.033387	0.1090344		-7.557980000000001	0.0852244	0.50	25000	10	6
0.015	0.0007665531521160319	9.319655117512936e-05	-0.00512916	0.01157392		-5.14923	0.1352344	0.50	25000	10	2
0.045	0.06354980644080001	0.00034032725112706323	0.03471092	0.0907208		-6.32001	0.09187680000000001	0.50	25000	10	2
0.045	0.0436870947736	0.00010430980918540333	0.024429120000000002	0.0618228		-7.80623	0.0715324	0.50	25000	10	8
0.015	0.0070913206103695664	0.0007514873198580667	-0.00503488	0.09803120000000001		-4.71124	0.0852224	0.50	25000	10	3
0.025	0.011445660047219985	0.00037579039499133064	-0.002050684	0.0554704		-8.95903	0.02884716	0.50	25000	10	5
0.035	0.05258729268160001	0.00017201824965374138	0.03463015999999999	0.0803028		-7.14665	0.055837200000000003	0.50	25000	10	9
0.005	0.0007162660146801343	6.282443569583436e-05	-0.00440372	0.01080788		-5.64784	-0.0010361440000000001	0.50	25000	10	1
