s-generated	s-infered	s-var	low-CI	high-CI	maxLNL	s-LNL	h	Ne	sample	rep-id
0.045	0.03387565712067808	0.0003894475961719952	-0.0003333309090909091	0.06842709090909091		-7.232289999999999	0.0673309090909091	0.50	55000	10	1
0.025	0.024309383166522515	0.0004680172135198213	-0.0008208454545454546	0.058769999999999996		-7.42595	0.04338145454545454	0.50	55000	10	9
0.045	0.05303835280363636	0.00017521861899053747	0.03352890909090909	0.07642309090909091		-7.0025699999999995	0.07151945454545455	0.50	55000	10	9
0.035	0.01144309556627803	0.00032432883036429087	-0.001275758181818182	0.050750363636363635		-10.4863	0.03493927272727273	0.50	55000	10	1
0.035	0.028001019307201863	0.0005974962867589896	-0.0006943836363636363	0.06573181818181818		-6.8901	0.06944472727272727	0.50	55000	10	3
0.045	0.054232692390545456	0.0006376391826275922	0.014185109090909092	0.09124127272727274		-6.06481	0.08351781818181818	0.50	55000	10	10
0.025	0.017647852100908946	0.0004419649737472875	-0.0010442727272727272	0.06033		-8.59305	-7.779145454545454e-05	0.50	55000	10	8
0.025	0.01770328478159124	0.0003028581585153859	-0.0008906418181818183	0.04581654545454545		-9.493689999999999	0.044713272727272727	0.50	55000	10	3
0.025	0.006615668659595854	0.00012067456196848565	-0.0013664981818181817	0.028649454545454547		-10.3043	0.01842781818181818	0.50	55000	10	5
0.005	0.00014621728669790687	2.299624569765346e-05	-0.0023543636363636366	0.0029898363636363633		-2.9453099999999997	0.00021373272727272726	0.50	55000	10	2
0.035	0.02101818881499009	0.00029264503214613044	-0.0006587218181818182	0.04407581818181818		-8.32902	0.04286890909090909	0.50	55000	10	5
0.015	0.00014543031759817014	1.0495026402579728e-05	-0.002221018181818182	0.002804909090909091		-8.62439	0.0010408363636363637	0.50	55000	10	6
0.005	3.1982295855726975e-05	8.367810304154702e-06	-0.0022284909090909094	0.0024154181818181815		-1.16052	-0.0003500363636363636	0.50	55000	10	6
0.005	0.0001695310856925989	7.775790060838662e-06	-0.0022561454545454544	0.003234309090909091		-6.0149099999999995	-4.467563636363636e-05	0.50	55000	10	9
0.035	0.011682407040649793	0.00028075670323130707	-0.0012199545454545453	0.04350236363636364		-8.925989999999999	0.03871763636363636	0.50	55000	10	4
0.005	9.888795443640838e-05	9.30543093338872e-06	-0.0023053090909090908	0.002764327272727272		-4.16834	7.794781818181819e-05	0.50	55000	10	4
0.045	0.05384386722909091	8.437545076291243e-05	0.03756036363636364	0.075968		-8.15204	0.07583145454545454	0.50	55000	10	3
0.025	0.007304552580780807	0.00022506105467569396	-0.0020159636363636362	0.04456454545454546		-9.1378	-2.5269272727272726e-05	0.50	55000	10	4
0.025	0.016806964111835195	0.00021947999452170367	-0.0008088545454545454	0.041337818181818184		-11.9691	0.024998909090909092	0.50	55000	10	2
0.035	0.017474603598870663	0.00019885990835053055	-0.0006724036363636364	0.03752327272727273		-9.82227	0.036016	0.50	55000	10	2
0.025	0.029268271266358184	0.00023075686034670283	-0.00010586854545454545	0.05550618181818182		-8.9287	0.046419999999999996	0.50	55000	10	1
0.045	0.03321053389776257	0.0003443849621758313	-0.0002908927272727273	0.06315636363636364		-9.09377	0.068002	0.50	55000	10	5
0.035	0.02877112198897556	8.563170099054112e-05	5.121254545454546e-05	0.04336036363636364		-11.3491	0.03750654545454546	0.50	55000	10	8
0.025	0.008046759686980187	0.00026755569793168027	-0.0015087254545454545	0.048859454545454546		-9.90199	0.028970181818181815	0.50	55000	10	7
0.045	0.040277821261818184	0.00015627452658840195	0.027870727272727276	0.06994454545454545		-7.90712	0.07034272727272727	0.50	55000	10	4
0.045	0.052655778273454544	0.00039815611586193435	0.013041254545454543	0.08148163636363635		-7.61375	0.07129272727272727	0.50	55000	10	6
0.045	0.0449242317240416	0.00036346664599680006	0.003976490909090909	0.07519109090909092		-6.36541	0.07668345454545455	0.50	55000	10	7
0.045	0.048715319364727276	0.0004323498860814066	0.012811399999999999	0.08184072727272727		-6.7293899999999995	0.07349890909090909	0.50	55000	10	2
0.005	7.301611853328729e-05	6.9050900763728344e-06	-0.0024622545454545458	0.0031401272727272726		-2.8433	0.0026261818181818183	0.50	55000	10	5
0.035	0.01410025180811197	0.0002594990907434725	-0.0009621654545454545	0.03801909090909091		-9.05895	0.035863818181818184	0.50	55000	10	6
0.015	0.0005682010783988582	5.7323432172080525e-05	-0.0026849090909090907	0.004177054545454546		-6.53161	-0.0014463563636363636	0.50	55000	10	5
0.025	0.014093739008960974	0.00031693994753524094	-0.0010516945454545456	0.048041818181818186		-10.307	0.02473272727272727	0.50	55000	10	6
0.005	0.00010412981921223485	8.932809219586583e-06	-0.002192981818181818	0.0024249636363636363		-1.6638700000000002	8.390436363636364e-05	0.50	55000	10	3
0.015	0.00036761484931073453	1.0355952911549749e-05	-0.002254763636363636	0.007749145454545455		-6.095940000000001	0.002283927272727273	0.50	55000	10	1
0.015	2.9851097489436357e-05	2.30728352276976e-06	-0.0019972	0.0024374		-8.03219	0.0008959327272727273	0.50	55000	10	9
0.025	0.0006200430878754774	1.179038985780451e-05	-0.0016962909090909091	0.011987163636363636		-9.564910000000001	0.02574018181818182	0.50	55000	10	10
0.035	0.02466775864204732	0.0007938585640985961	-0.00087612	0.07744909090909091		-9.714789999999999	0.06400327272727273	0.50	55000	10	10
0.035	0.012128509492345601	0.0001024761159292805	-0.00076312	0.024841636363636364		-12.4225	0.024352181818181814	0.50	55000	10	7
0.015	0.0002627068388878836	1.3128521017853988e-05	-0.0023051454545454544	0.0036169818181818188		-8.39985	-9.920527272727273e-05	0.50	55000	10	8
0.015	0.0001509993782589273	8.868505984865825e-06	-0.0022921272727272728	0.0032220181818181817		-7.500610000000001	-5.2838909090909096e-05	0.50	55000	10	3
0.035	0.03116092820708711	0.0006403979952694984	-0.0006935127272727273	0.06685690909090909		-8.42302	0.05138490909090909	0.50	55000	10	9
0.015	0.00042411147848093463	4.251513534372986e-05	-0.0024758	0.0034987272727272727		-6.96185	-0.00030092909090909093	0.50	55000	10	2
0.045	0.05695855484363638	0.00027462242325573035	0.03538490909090909	0.09435690909090909		-5.15647	0.09281672727272727	0.50	55000	10	8
0.015	2.0489475997759996e-05	1.3931573060478252e-05	-0.0024436363636363635	0.0028131636363636363		-9.21464	0.0003369636363636364	0.50	55000	10	7
0.015	1.5352795902052314e-05	8.157921097942826e-06	-0.0022566545454545455	0.0025918363636363638		-7.83166	-0.005365527272727273	0.50	55000	10	10
0.005	0.0003186149532643418	2.8684470226687732e-05	-0.0021187272727272726	0.002647072727272727		-3.0056599999999998	-6.339345454545454e-06	0.50	55000	10	8
0.015	0.00010766381381466618	1.1756255799481309e-05	-0.0024437636363636365	0.003098254545454546		-5.10214	-0.00035376727272727273	0.50	55000	10	4
0.005	-1.2808797597301336e-06	8.045854464785778e-06	-0.002467036363636364	0.0027385818181818187		-4.40868	-1.25412e-05	0.50	55000	10	7
